battery_power,bluetooth,clock_speed,dual_sim,fc_megapixel,four_g,int_memory,m_depth,mobile_wt,n_cores,pc_megapixel,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1678,1,2.3,1,11.0,0,7,0.5,192.0,1,14,418,1763,574.0,5,3,19,1,0,0,0
1417,1,0.5,0,10.0,1,45,0.9,166.0,4,19,364,1029,2129.0,13,9,12,1,0,1,1
1074,0,2.4,1,2.0,1,9,0.9,103.0,6,14,946,952,1948.0,13,1,18,1,1,1,1
1832,0,0.7,0,2.0,0,2,0.6,90.0,7,6,186,654,2978.0,18,7,18,0,0,0,2
1039,0,1.3,0,0.0,1,12,0.8,200.0,8,0,1428,1827,1619.0,7,1,10,1,1,1,1
1059,0,2.4,0,8.0,0,61,0.1,134.0,3,18,1613,1916,3716.0,15,13,11,1,1,0,3
1606,0,1.4,0,3.0,0,57,0.1,154.0,4,4,1127,1924,3454.0,13,8,20,0,0,1,3
1928,1,1.8,0,9.0,1,19,1.0,187.0,3,20,691,1580,3777.0,7,2,13,1,1,1,3
1875,1,0.5,1,11.0,1,55,0.7,91.0,1,17,1802,1942,2712.0,7,2,6,1,0,1,3
1128,1,1.1,0,9.0,1,46,0.9,135.0,8,10,751,1582,1434.0,5,0,11,1,0,0,1
1748,0,1.7,1,6.0,1,14,0.5,146.0,3,7,859,1234,3968.0,16,12,3,1,0,1,3
1413,0,0.5,1,5.0,0,51,0.3,117.0,5,11,187,517,3383.0,16,5,2,0,0,0,3
825,0,0.5,1,0.0,1,23,0.1,86.0,2,0,206,1917,3278.0,8,6,2,1,0,1,3
1589,1,1.4,0,3.0,1,26,0.1,100.0,8,16,1673,1759,3970.0,16,8,18,1,0,1,3
535,1,0.5,1,8.0,1,54,0.5,145.0,8,15,710,939,2674.0,14,8,10,1,0,0,2
1780,1,0.5,0,6.0,0,27,0.1,190.0,4,11,1331,1463,2776.0,19,17,14,1,1,1,3
1671,0,0.6,1,7.0,1,61,0.1,129.0,2,11,263,848,2336.0,10,4,7,1,0,0,2
1821,0,0.9,0,9.0,1,12,0.3,114.0,1,18,97,1803,2430.0,7,4,6,1,1,1,2
1076,1,2.6,0,3.0,1,38,0.7,119.0,6,8,129,915,891.0,18,3,9,1,1,0,0
532,1,0.8,1,3.0,0,8,0.1,193.0,5,10,1213,1354,728.0,13,5,8,1,1,0,0
777,1,2.6,0,3.0,0,30,0.9,148.0,5,17,189,1143,3886.0,14,10,7,1,0,0,3
1217,1,0.5,0,3.0,0,17,0.5,182.0,4,13,628,632,1711.0,7,3,9,1,0,1,1
1656,1,1.6,1,0.0,0,16,1.0,117.0,7,2,320,899,2856.0,14,3,20,1,1,1,2
1185,0,1.9,0,0.0,0,31,0.4,152.0,8,7,837,1642,2447.0,16,2,3,1,1,1,2
577,0,2.4,0,8.0,1,37,0.9,161.0,6,20,1087,1450,814.0,11,7,19,1,1,1,0
737,1,2.4,1,7.0,0,49,0.6,193.0,4,16,781,1463,2951.0,7,0,10,0,1,0,2
704,0,2.2,1,4.0,0,53,0.2,186.0,6,6,251,1013,3653.0,7,1,15,1,1,1,2
525,1,0.5,1,5.0,0,51,0.5,137.0,8,11,262,1587,1891.0,18,3,12,0,1,0,1
504,1,0.5,1,5.0,0,16,0.1,166.0,1,9,767,1665,701.0,17,15,15,1,0,1,0
793,0,1.2,1,1.0,1,38,0.6,176.0,4,7,1226,1815,3139.0,6,1,12,1,1,1,3
569,0,0.6,1,2.0,0,39,0.1,184.0,8,9,389,739,2811.0,7,6,7,1,0,1,1
1590,0,1.9,1,3.0,1,21,1.0,160.0,5,18,920,963,1701.0,11,4,4,1,0,1,1
707,0,0.5,0,0.0,1,16,0.1,194.0,2,0,1027,1508,1853.0,17,14,12,1,1,1,1
767,0,1.9,0,16.0,1,19,0.2,185.0,6,17,271,1000,2445.0,6,1,6,1,1,1,1
1350,1,0.5,1,0.0,1,50,0.8,181.0,8,4,369,544,2287.0,15,1,8,1,1,0,1
1117,1,0.6,1,0.0,0,31,0.2,146.0,2,7,1258,1627,2003.0,8,7,14,0,1,1,2
641,1,1.1,0,0.0,1,7,0.9,192.0,1,3,417,759,3595.0,7,5,19,1,1,1,2
1002,0,0.8,1,0.0,1,35,0.5,83.0,2,4,1345,1416,1726.0,16,5,19,1,0,1,1
1408,1,2.1,1,10.0,0,45,0.9,89.0,5,14,613,1088,3952.0,8,6,3,0,0,1,3
1900,1,2.0,1,1.0,0,41,0.5,190.0,8,6,912,1596,850.0,5,1,4,1,1,1,1
726,0,2.9,0,0.0,0,43,0.1,101.0,8,0,666,760,1446.0,17,2,8,1,1,0,0
1544,0,2.3,0,12.0,1,45,0.1,113.0,8,20,236,857,1300.0,8,7,18,1,1,0,1
1454,1,1.6,0,6.0,1,21,0.2,160.0,4,10,186,1100,719.0,14,10,10,1,1,1,0
1230,1,2.2,1,6.0,0,26,0.8,123.0,5,7,416,676,988.0,11,5,9,0,1,1,0
1552,0,1.2,0,10.0,1,53,0.3,180.0,8,18,430,658,2606.0,13,6,12,1,0,0,2
1519,0,2.1,0,0.0,0,32,0.7,200.0,1,10,168,1239,2912.0,11,10,15,1,1,0,2
723,1,1.9,0,4.0,0,30,0.3,102.0,1,7,1467,1901,2339.0,19,9,17,0,1,1,2
1191,0,2.4,1,0.0,0,13,0.9,169.0,1,7,179,1813,1028.0,14,6,8,1,1,1,0
1168,0,1.3,0,9.0,0,61,0.1,90.0,8,10,159,1578,3173.0,9,4,17,0,0,1,3
1229,0,0.5,1,15.0,0,14,0.8,191.0,2,16,120,1878,1667.0,17,6,17,0,0,1,1
1758,1,0.5,0,11.0,1,13,0.6,190.0,8,14,762,1864,1897.0,6,2,15,1,0,0,2
1290,0,0.5,0,0.0,0,3,0.1,143.0,6,4,600,1109,1214.0,9,8,15,0,1,1,1
574,0,2.8,1,16.0,0,38,0.1,90.0,6,17,286,1171,3269.0,8,7,10,0,1,0,2
1271,1,0.5,0,12.0,0,32,0.1,113.0,7,15,1350,1949,445.0,15,14,14,0,0,1,0
1170,1,1.2,0,4.0,0,30,0.4,83.0,8,15,27,1722,1073.0,6,4,8,1,1,0,0
1269,1,1.3,0,14.0,0,52,0.8,118.0,2,15,1597,1920,665.0,18,5,5,0,0,0,1
1288,0,2.8,1,15.0,0,50,0.1,121.0,2,20,1177,1809,3129.0,17,6,2,0,0,0,3
1366,1,0.7,1,0.0,1,34,0.1,150.0,2,9,402,964,3501.0,13,11,3,1,0,0,3
1572,1,0.8,1,7.0,1,8,0.8,169.0,5,8,577,1237,3461.0,6,3,10,1,1,1,3
1701,1,0.5,0,13.0,1,46,0.9,115.0,2,15,364,828,3717.0,11,0,10,1,1,0,3
1900,1,0.5,1,0.0,1,55,0.9,171.0,1,1,934,1241,3917.0,15,5,18,1,0,1,3
1974,0,1.0,0,4.0,0,24,0.3,80.0,7,13,250,545,861.0,7,4,6,1,0,1,0
1197,1,0.5,1,9.0,0,20,0.1,129.0,5,10,214,1710,2885.0,19,7,14,1,1,1,2
587,1,2.3,1,4.0,0,6,0.7,170.0,1,16,612,1793,2777.0,9,2,14,1,1,0,2
934,0,1.1,0,7.0,0,24,0.8,112.0,5,12,1111,1463,1017.0,12,7,9,0,0,1,0
1195,0,2.0,1,1.0,1,23,0.1,82.0,4,9,163,1100,980.0,13,9,17,1,0,0,0
1853,1,1.0,0,2.0,0,23,0.4,92.0,1,15,202,1951,2775.0,14,4,17,1,0,0,3
1164,0,1.0,0,4.0,1,19,0.9,95.0,8,18,729,1704,3309.0,15,3,3,1,0,1,3
1512,1,0.5,0,8.0,1,18,0.1,88.0,3,17,1079,1897,3607.0,12,10,6,1,1,1,3
1232,0,2.9,1,1.0,1,24,0.3,169.0,5,17,361,809,1257.0,16,10,16,1,0,0,0
1813,1,0.6,1,0.0,1,5,0.2,198.0,3,8,338,1306,759.0,9,3,14,1,1,0,0
946,1,2.6,1,17.0,0,5,0.1,166.0,3,20,1698,1771,3720.0,15,7,4,0,1,0,3
739,1,2.3,1,2.0,1,58,0.1,88.0,3,4,1052,1536,475.0,7,6,6,1,0,1,0
704,1,2.7,0,8.0,1,29,0.2,80.0,1,10,1108,1509,1122.0,9,3,10,1,1,1,0
1663,1,0.5,0,0.0,0,40,0.6,147.0,4,15,951,1545,1336.0,8,5,15,1,0,0,1
1966,1,1.4,1,2.0,0,40,0.9,185.0,8,18,1197,1987,1185.0,11,2,20,0,1,0,2
1219,0,1.0,1,0.0,0,17,0.7,196.0,5,4,473,1022,705.0,11,3,6,0,1,1,0
612,1,0.7,0,6.0,0,35,0.6,181.0,5,12,1294,1337,3169.0,14,9,6,0,0,0,2
1658,1,1.4,0,0.0,1,39,0.7,182.0,1,5,410,522,3483.0,10,1,15,1,0,1,3
1263,0,0.5,0,12.0,0,64,0.3,175.0,5,18,178,1883,1183.0,14,3,17,0,0,1,1
1395,1,2.8,0,0.0,1,55,0.6,118.0,3,1,782,1787,3373.0,11,2,16,1,1,0,3
621,1,2.7,1,0.0,0,54,0.1,151.0,4,20,434,910,2801.0,6,1,5,1,1,1,2
652,0,0.5,1,1.0,0,58,0.6,142.0,3,2,464,781,565.0,18,12,9,0,0,1,0
1175,0,0.6,0,10.0,0,25,0.1,145.0,2,12,137,1501,3153.0,9,4,12,1,0,0,2
561,1,1.0,0,0.0,0,11,0.1,163.0,8,10,492,1176,3421.0,16,2,5,1,1,1,2
1137,0,2.2,0,6.0,1,3,0.9,173.0,5,7,1250,1285,316.0,15,14,17,1,0,0,0
1835,1,2.3,0,4.0,1,11,0.1,193.0,7,13,385,583,448.0,18,17,14,1,0,0,0
1170,0,2.9,1,2.0,0,40,0.4,169.0,6,5,427,684,2366.0,16,8,2,1,1,1,1
1595,1,0.8,1,0.0,1,44,0.7,85.0,4,20,1024,1838,3881.0,14,10,9,1,0,1,3
1719,1,2.0,0,0.0,0,12,0.3,122.0,8,7,240,904,462.0,6,3,5,0,0,0,0
1770,0,2.3,1,0.0,0,7,0.8,128.0,7,6,886,1552,1480.0,6,1,17,1,0,0,1
1312,0,0.5,1,0.0,1,28,0.8,163.0,2,0,1233,1854,1087.0,17,16,14,1,0,0,1
1878,0,1.5,1,5.0,1,56,0.3,139.0,5,13,183,559,2711.0,8,2,3,1,1,1,2
1871,1,2.0,0,7.0,1,20,0.1,81.0,7,14,88,1682,2144.0,13,12,12,1,1,1,2
922,0,1.5,1,1.0,1,35,0.9,188.0,7,15,1016,1383,1165.0,19,6,4,1,1,1,0
1975,1,1.5,0,6.0,1,16,0.9,128.0,8,11,80,655,2998.0,5,4,13,1,1,0,2
1212,0,2.6,0,1.0,1,46,0.3,102.0,4,8,611,1715,2249.0,14,3,4,1,1,1,2
1430,1,0.9,0,3.0,0,56,0.1,179.0,3,5,569,906,752.0,17,8,17,0,0,1,0
1958,1,1.9,1,0.0,0,4,0.2,190.0,2,3,304,637,1409.0,16,5,3,0,0,0,1
1836,1,2.1,1,0.0,1,30,0.2,184.0,7,15,276,1230,3072.0,7,3,5,1,1,0,3
557,1,1.6,0,0.0,0,24,0.5,125.0,3,0,1131,1315,1305.0,12,8,3,1,0,1,0
539,1,0.6,1,9.0,0,21,0.1,145.0,7,14,551,599,3597.0,14,5,9,0,0,0,2
880,0,0.5,1,1.0,0,44,0.5,172.0,8,15,436,1302,3132.0,8,7,6,0,1,1,2
1369,1,1.8,1,6.0,0,34,0.5,162.0,1,7,553,727,3856.0,18,4,18,0,1,1,3
1109,1,2.7,1,1.0,0,39,0.4,98.0,1,9,1391,1787,1524.0,15,10,7,1,1,1,1
843,0,1.8,1,0.0,0,16,0.1,166.0,5,6,981,1096,3673.0,12,1,20,1,0,1,3
598,0,2.3,1,7.0,0,21,0.7,196.0,2,10,680,1173,3293.0,8,4,7,1,0,1,2
972,1,2.7,1,1.0,0,5,1.0,126.0,4,2,687,816,3035.0,12,7,19,1,0,1,2
1944,1,0.5,0,5.0,1,36,0.1,197.0,6,18,1060,1970,584.0,17,14,13,1,1,0,1
1225,0,0.7,1,0.0,1,2,0.6,138.0,7,1,217,1101,2675.0,12,11,15,1,1,0,2
644,1,1.3,1,7.0,1,30,0.5,114.0,1,16,1140,1654,2382.0,9,0,19,1,0,1,2
1919,0,1.5,0,5.0,1,48,0.8,150.0,4,6,304,1191,1391.0,19,13,12,1,0,1,1
501,0,2.3,0,12.0,1,54,0.3,131.0,4,19,504,1089,2346.0,13,12,2,1,0,1,1
1620,1,2.2,1,0.0,1,30,0.2,185.0,3,3,832,1033,606.0,6,0,18,1,0,0,0
1227,1,1.1,1,0.0,0,34,0.2,130.0,3,3,935,1781,1324.0,7,3,12,0,1,1,1
1359,1,0.5,1,1.0,1,58,0.5,107.0,6,3,446,901,1076.0,16,8,4,1,1,1,0
1914,0,0.7,0,1.0,0,35,0.6,118.0,8,2,942,1701,643.0,17,1,8,1,0,1,1
1645,1,1.8,0,1.0,0,21,0.7,123.0,7,2,897,1308,783.0,10,8,20,1,0,0,0
1063,1,1.1,0,0.0,1,26,0.8,101.0,5,2,1208,1232,3809.0,17,16,5,1,0,1,3
946,0,2.1,0,0.0,1,19,0.2,154.0,8,0,159,630,2104.0,7,4,16,1,1,0,1
1231,0,1.2,1,5.0,0,54,0.8,185.0,3,10,632,1184,1762.0,5,3,6,1,1,0,1
1397,0,2.9,1,13.0,0,9,0.5,87.0,6,18,1308,1991,3137.0,12,1,11,1,1,1,3
701,1,0.7,0,7.0,0,15,0.5,160.0,3,11,1002,1256,1756.0,6,3,17,1,1,1,1
570,1,0.5,1,2.0,0,9,0.3,111.0,7,5,1331,1917,3663.0,14,10,14,0,0,0,3
1993,1,0.5,0,10.0,1,27,0.3,147.0,8,11,150,510,2437.0,14,0,9,1,0,0,2
955,0,0.5,1,4.0,0,43,0.9,143.0,5,8,1248,1511,1432.0,12,9,9,1,1,1,1
924,0,0.5,1,0.0,1,47,0.3,167.0,8,6,108,1813,1620.0,17,15,12,1,0,0,1
600,0,0.5,0,0.0,0,14,0.8,112.0,5,2,320,747,1655.0,18,0,9,0,0,0,0
518,0,0.8,1,0.0,0,3,0.1,178.0,7,1,437,1947,2832.0,5,0,8,1,0,1,2
1063,1,2.5,0,0.0,1,31,0.9,95.0,6,10,295,935,961.0,16,6,5,1,1,0,0
920,1,0.5,0,2.0,0,46,0.8,149.0,3,3,1058,1421,2608.0,6,0,2,0,0,1,2
1715,0,1.9,0,4.0,1,3,0.1,171.0,5,6,79,1652,514.0,7,4,13,1,0,0,0
1841,1,1.3,1,6.0,0,14,0.6,167.0,8,8,593,672,2304.0,7,1,18,0,0,1,2
543,1,0.5,1,4.0,1,60,0.7,132.0,5,7,693,1031,933.0,14,0,5,1,1,0,0
1762,1,2.7,1,13.0,1,25,0.9,189.0,1,14,300,527,1896.0,14,10,20,1,1,1,1
1112,1,0.5,1,1.0,0,53,0.6,121.0,4,16,234,739,3655.0,7,3,20,1,1,0,3
709,1,2.0,1,0.0,0,35,0.1,136.0,1,0,1545,1596,1973.0,12,9,16,0,1,1,1
1315,1,2.6,0,7.0,0,64,0.8,128.0,7,16,59,575,3278.0,6,3,13,0,0,0,2
1762,1,2.5,0,10.0,1,15,0.3,107.0,8,11,1103,1364,2183.0,8,3,11,1,1,0,2
1462,1,1.7,1,1.0,0,25,0.2,182.0,7,18,91,1478,824.0,15,5,13,1,0,1,0
571,0,1.6,1,8.0,0,35,0.2,186.0,7,20,177,1282,2598.0,13,5,8,1,1,0,1
666,1,0.5,1,7.0,1,54,0.4,81.0,3,13,58,1353,1254.0,15,9,9,1,1,1,0
1994,0,1.5,1,2.0,1,7,0.5,146.0,8,7,447,1435,3622.0,7,0,20,1,0,1,3
1583,1,2.1,1,11.0,0,14,0.7,148.0,7,16,942,1651,1704.0,17,13,2,1,0,1,2
1778,0,1.4,1,3.0,1,45,1.0,132.0,4,17,88,516,1624.0,15,13,9,1,1,0,1
1926,1,1.1,0,13.0,1,50,0.2,179.0,6,17,371,1000,3809.0,17,12,17,1,1,0,3
966,1,0.6,0,9.0,1,50,0.2,117.0,4,10,1446,1754,2574.0,10,1,5,1,0,1,2
568,0,2.0,0,1.0,0,36,0.3,179.0,3,4,181,1703,950.0,17,9,9,1,0,0,0
1897,0,3.0,0,1.0,1,21,0.5,192.0,8,2,1311,1935,273.0,17,6,3,1,1,1,0
1695,0,0.5,1,6.0,1,46,0.7,200.0,3,9,1791,1898,446.0,16,13,15,1,1,1,1
1623,1,1.2,0,6.0,1,61,0.9,120.0,7,12,1568,1832,1510.0,12,10,17,1,1,0,2
914,1,0.5,0,0.0,1,26,0.7,147.0,4,0,706,721,1122.0,12,9,2,1,1,1,0
1721,1,0.5,1,4.0,1,33,0.5,128.0,4,5,871,1048,707.0,19,2,5,1,1,1,0
890,1,2.2,1,4.0,0,44,0.5,198.0,8,13,1074,1873,751.0,7,3,3,0,0,0,0
600,0,0.5,0,1.0,0,48,0.8,191.0,3,7,501,1465,3393.0,12,7,8,1,0,0,2
1677,0,1.8,1,4.0,0,11,0.7,124.0,6,8,271,1477,3771.0,15,6,12,1,0,0,3
723,0,0.5,0,0.0,1,3,0.2,168.0,4,3,920,1748,1851.0,15,3,16,1,0,0,1
638,0,1.7,1,11.0,0,27,0.5,102.0,4,17,1171,1383,2735.0,7,2,9,1,1,0,2
852,0,1.0,1,4.0,1,62,0.7,104.0,7,13,293,1159,2253.0,17,4,7,1,1,0,1
1979,1,1.6,1,0.0,0,32,0.2,165.0,7,1,833,1630,452.0,13,6,14,0,1,0,0
710,1,0.5,0,6.0,0,32,0.8,151.0,5,9,485,857,1419.0,12,11,18,0,1,0,0
1034,0,2.6,1,2.0,1,45,0.3,190.0,3,4,182,1293,969.0,15,1,7,1,0,0,0
600,0,2.5,1,8.0,1,22,0.1,145.0,1,11,207,1162,3441.0,19,1,5,1,0,0,2
1027,0,0.5,0,2.0,1,64,0.9,103.0,2,7,1698,1747,3786.0,17,12,12,1,0,0,3
1260,0,0.6,0,5.0,1,13,1.0,106.0,6,6,165,736,2710.0,13,1,8,1,1,0,2
1793,0,1.8,1,10.0,0,12,0.5,169.0,6,17,1086,1418,3533.0,16,14,15,1,1,1,3
675,0,2.3,0,10.0,0,60,0.9,144.0,5,15,192,757,1735.0,7,0,13,1,0,1,0
658,1,2.7,0,0.0,1,12,0.9,103.0,7,3,1156,1750,3587.0,14,11,20,1,0,0,3
1694,1,0.6,0,0.0,1,34,0.3,102.0,7,7,377,549,2298.0,17,5,2,1,1,0,2
804,1,0.8,1,12.0,1,41,0.9,89.0,1,13,709,818,2027.0,11,5,11,1,0,0,1
1713,0,2.5,1,1.0,0,27,0.9,127.0,7,3,729,974,2406.0,13,10,20,1,0,1,2
706,0,0.5,0,13.0,1,31,0.1,108.0,3,19,543,938,2419.0,8,7,4,1,0,1,1
1362,0,0.5,0,3.0,0,25,0.8,131.0,7,9,553,1505,995.0,7,6,18,0,1,1,0
1527,0,2.7,0,10.0,1,60,0.1,154.0,5,14,526,1116,2078.0,5,3,11,1,1,1,2
768,0,0.5,1,0.0,0,19,0.9,159.0,2,1,637,991,1145.0,19,1,7,0,0,1,0
1314,0,2.9,1,8.0,1,41,0.1,155.0,4,12,113,577,626.0,10,4,4,1,1,1,0
705,1,0.5,0,5.0,1,57,0.9,155.0,6,9,1114,1374,1509.0,15,11,18,1,1,1,1
1403,0,2.7,0,2.0,1,26,0.1,164.0,5,3,461,1251,3371.0,13,9,9,1,0,1,3
1486,0,2.6,0,7.0,0,52,0.1,85.0,4,15,1430,1747,297.0,13,1,15,0,1,0,0
781,0,1.1,0,2.0,0,38,0.4,198.0,5,7,304,1674,3508.0,13,8,5,0,0,1,3
986,1,1.5,0,1.0,1,23,0.8,183.0,8,3,471,800,2385.0,16,9,19,1,0,0,1
1310,0,1.4,0,0.0,0,33,0.4,105.0,1,14,806,1016,1301.0,13,12,19,0,0,1,1
560,1,2.0,1,6.0,1,57,0.3,81.0,3,12,80,1327,2167.0,11,10,7,1,0,1,1
1348,0,1.3,0,0.0,0,43,0.4,116.0,5,6,204,501,3914.0,10,3,8,1,0,1,3
1567,0,0.5,1,3.0,0,22,0.5,119.0,6,6,545,1621,2312.0,9,1,18,1,0,0,2
1940,1,0.9,1,4.0,0,17,0.7,93.0,5,7,112,858,2297.0,14,6,8,0,1,0,2
1979,1,2.9,1,0.0,1,19,1.0,176.0,3,9,1331,1532,411.0,8,2,2,1,1,1,0
561,1,2.1,1,7.0,1,2,0.1,193.0,3,13,1055,1294,665.0,10,0,4,1,1,0,0
1717,1,1.3,0,1.0,0,62,0.7,130.0,1,3,609,810,3226.0,6,4,5,0,1,0,3
535,0,1.5,0,1.0,1,48,0.7,113.0,1,4,290,811,740.0,11,10,18,1,1,0,0
1413,0,0.5,1,4.0,1,39,0.1,185.0,5,12,1039,1318,3878.0,19,16,4,1,0,0,3
1358,0,2.5,1,0.0,0,20,0.6,135.0,7,0,1485,1655,3406.0,5,1,11,0,0,1,3
1519,0,2.9,0,2.0,0,30,0.7,112.0,7,8,1122,1702,2440.0,9,5,10,1,1,1,2
1254,0,1.2,1,2.0,0,50,0.7,108.0,5,6,462,1013,3959.0,10,4,17,1,1,0,3
1591,1,2.2,0,3.0,1,49,0.4,154.0,6,7,1384,1883,3703.0,17,6,20,1,1,0,3
977,1,2.8,1,2.0,0,35,0.6,165.0,2,15,1502,1862,3714.0,19,3,10,0,1,1,3
1640,1,0.7,0,10.0,1,21,0.8,169.0,7,14,589,1301,337.0,16,3,5,1,1,0,0
663,0,0.8,1,0.0,0,25,0.6,183.0,2,1,82,1605,3176.0,6,2,2,1,0,1,2
1744,1,1.0,0,1.0,1,20,0.5,112.0,8,3,68,718,1205.0,18,7,14,1,0,0,1
1624,0,1.6,1,8.0,0,28,0.4,150.0,2,10,689,699,2473.0,16,11,2,1,0,0,2
1108,1,1.3,1,14.0,1,2,0.3,169.0,7,20,208,1742,1229.0,5,3,4,1,1,0,0
1188,1,1.4,1,0.0,1,9,0.6,114.0,2,0,1339,1558,2896.0,12,11,16,1,0,1,3
817,0,1.3,0,0.0,0,11,0.5,144.0,3,11,722,766,2039.0,11,6,19,0,1,0,1
863,0,1.6,1,5.0,1,6,0.7,133.0,4,13,717,1799,520.0,10,2,18,1,0,1,0
1397,0,2.4,1,5.0,1,3,0.2,121.0,3,15,433,1658,1378.0,18,15,4,1,1,1,1
1108,0,1.0,0,3.0,0,49,0.7,140.0,5,12,1298,1666,3254.0,12,0,16,1,0,0,3
1068,0,2.0,1,1.0,1,37,0.9,184.0,7,13,186,1998,1803.0,5,4,7,1,0,0,1
1702,1,2.3,0,12.0,1,52,0.5,145.0,2,15,1397,1491,2501.0,16,12,4,1,0,0,3
808,0,0.5,1,0.0,0,8,0.1,192.0,4,1,618,1891,3762.0,15,9,12,1,0,1,3
1156,0,0.5,0,6.0,0,61,0.1,89.0,7,9,1214,1262,1796.0,16,6,13,0,1,1,1
1271,0,0.5,1,2.0,0,54,0.1,159.0,8,3,613,650,990.0,14,11,6,0,1,1,0
696,0,0.5,0,6.0,0,51,0.3,197.0,3,8,649,907,2630.0,18,8,9,0,0,1,1
1981,1,1.9,1,13.0,0,45,0.3,175.0,6,18,193,1234,1380.0,10,1,13,0,1,0,1
614,0,1.7,1,0.0,1,58,0.2,128.0,7,2,22,519,3487.0,15,6,11,1,1,1,2
1590,0,0.6,1,0.0,0,7,0.3,122.0,3,17,1464,1595,1201.0,12,3,18,1,1,1,1
1945,0,1.6,0,4.0,0,21,0.7,113.0,3,10,280,895,3015.0,6,1,15,0,0,0,3
1135,1,2.8,1,9.0,0,43,0.4,158.0,1,11,690,1589,3204.0,18,13,6,1,0,0,3
1049,0,0.6,1,8.0,1,2,0.3,172.0,6,10,39,1564,433.0,10,7,6,1,0,0,0
1807,1,2.1,0,2.0,0,49,0.8,125.0,1,10,337,1384,1906.0,17,13,13,0,1,1,2
984,1,0.5,0,13.0,1,42,0.8,98.0,7,17,1036,1611,898.0,16,8,13,1,1,0,0
720,1,1.4,1,0.0,1,61,0.6,96.0,7,8,1347,1733,2799.0,5,3,15,1,0,1,3
1536,0,0.8,0,12.0,0,13,0.3,105.0,7,20,22,1634,2020.0,6,0,16,1,1,0,2
771,1,0.5,0,3.0,0,25,1.0,86.0,4,6,327,922,770.0,12,1,20,0,1,0,0
503,0,2.5,0,3.0,0,57,0.6,185.0,6,11,778,1291,305.0,11,8,16,0,0,1,0
675,0,2.4,0,1.0,0,42,0.6,187.0,7,2,482,874,2953.0,9,5,13,1,1,0,2
1936,1,1.9,1,13.0,1,34,0.2,182.0,7,14,591,1089,1671.0,6,1,9,1,0,1,1
1303,0,1.0,1,0.0,1,15,0.1,138.0,3,10,229,1604,2574.0,12,4,14,1,1,1,2
1004,1,2.9,1,0.0,0,35,0.2,141.0,6,9,901,1162,3772.0,17,8,18,0,1,1,3
1972,0,1.2,1,0.0,0,37,0.7,102.0,2,1,715,1648,2870.0,16,0,17,0,0,0,3
1822,0,1.2,0,0.0,0,8,0.2,195.0,6,0,172,910,2577.0,9,5,8,1,1,0,2
1159,1,2.8,0,5.0,1,18,0.5,83.0,1,7,681,723,2246.0,8,1,3,1,1,0,1
1782,1,2.8,1,6.0,1,58,0.8,157.0,1,13,867,999,2405.0,15,0,16,1,0,1,2
894,0,2.1,1,16.0,0,16,0.7,168.0,8,20,286,1300,3377.0,5,1,6,1,1,1,2
1884,0,2.1,1,7.0,1,43,0.8,185.0,1,18,451,819,3619.0,14,8,7,1,1,1,3
1648,1,0.5,0,1.0,1,17,0.9,142.0,2,3,1119,1238,1184.0,6,2,2,1,0,1,1
798,0,2.4,0,5.0,0,4,0.2,96.0,3,9,526,643,2965.0,15,7,14,1,1,0,2
802,1,2.4,1,1.0,0,45,0.8,157.0,3,9,1299,1633,3713.0,8,3,8,0,0,0,3
1276,1,2.9,1,2.0,0,53,0.3,130.0,2,3,217,735,3798.0,19,10,8,1,1,1,3
1331,1,1.6,0,0.0,0,16,0.5,165.0,2,7,1109,1226,1026.0,13,5,20,1,0,1,1
1620,0,2.6,1,6.0,0,5,0.9,186.0,6,18,434,1339,1086.0,18,14,13,1,0,0,1
1996,0,2.5,0,5.0,1,51,0.4,122.0,4,9,671,1445,2236.0,8,7,12,1,0,1,2
1092,0,2.7,1,8.0,0,45,0.8,185.0,1,10,1404,1424,1303.0,12,3,20,0,1,1,1
1018,1,0.7,1,7.0,0,63,0.1,155.0,5,18,856,883,3048.0,10,3,2,0,0,1,2
545,0,0.5,0,0.0,1,11,0.3,131.0,3,1,381,1452,616.0,15,6,19,1,1,1,0
554,1,1.3,0,0.0,0,12,0.1,105.0,6,10,85,806,3764.0,10,7,4,0,1,1,2
1264,0,2.9,1,2.0,1,34,0.2,171.0,3,3,562,849,419.0,7,4,3,1,1,1,0
1030,0,1.6,1,3.0,1,58,0.2,138.0,6,20,1111,1812,2858.0,6,2,18,1,1,1,3
1432,1,1.7,1,6.0,1,39,0.3,164.0,4,18,209,947,504.0,14,4,10,1,1,0,0
558,1,2.8,0,1.0,1,49,0.8,142.0,5,4,997,1605,392.0,10,5,8,1,1,1,0
829,0,0.5,0,0.0,0,56,0.6,129.0,7,1,91,1916,820.0,12,6,11,1,0,1,0
1741,1,1.8,0,0.0,0,14,0.7,143.0,8,0,730,1895,3387.0,11,3,3,1,0,0,3
1849,1,2.3,0,7.0,1,15,0.4,144.0,5,19,606,1123,3447.0,14,11,19,1,0,1,3
733,0,2.1,0,5.0,1,7,0.2,174.0,7,10,445,1409,1403.0,15,8,2,1,1,0,0
1872,1,0.9,1,0.0,0,16,0.5,80.0,2,2,286,1484,2295.0,15,11,16,0,0,1,2
1853,0,0.5,1,1.0,0,27,0.3,197.0,6,13,985,1005,1973.0,10,2,8,1,0,1,2
